chain_anchor_id,evo_level,race_id,race_name
15118,,15118,邃古凌苍-日月战武神
15121,,15121,混沌恩赐-厄瑞玻斯
15122,,15122,万象始源之刻-赫耳墨斯
15123,,15123,武周承世-千古女帝武则天
15124,,15124,鸣劫制裁-雷霆青龙
15130,,15130,漆夜破空之刃-使者
15131,,15131,漆漆-使者
15132,,15132,荒炎焚天-飓焰朱雀
15133,,15133,幕后之人-至臻使者
15136,,15136,万王天谕-圣王麒麟
15137,,15137,天地惊弦-六龙圣王
15138,,15138,孤注一掷-骰子大王
15142,,15142,圣魂觉醒-伊撒尔
15143,,15143,时序之光-洛羲
15144,,15144,逐罪之剑-辉刃艾恩
15146,,15146,倚剑走天涯-洛羲
15147,,15147,绝天穿梭之界-时空王
15148,,15148,贵妃游园-杨玉环
15150,,15150,鹤揽芳华-时空王
15152,,15152,极乐欲界天魔主-波旬
15153,,15153,神威重壁-玄武
15154,,15154,圣铃妙音众识浮沉-阿赖耶识
15156,,15156,光武中兴-光武帝刘秀
15162,,15162,真炎神君-菲尔
15163,,15163,傲凡尘启仙灵-女娲
15164,,15164,妙笔创生绘世-女娲
15165,,15165,午夜大冒险-黑夜童心
15166,,15166,庇天之白翼-修罗
15171,,15171,伊甸园的余晖-亚当
15174,,15174,超越纪元的新生-海蒂拉玛
15175,,15175,无言的祈愿-海蒂拉玛
15176,,15176,拘演周易-周文王姬昌
15178,,15178,玄墨藏锋-龙宵
15179,,15179,黑暗秩序-嬴政
15182,,15182,源水风暴-梅卡
15183,,15183,在水一方-西施
15185,,15185,驱灵神捕-琳琅
15187,,15187,星宇之隙穹宙之辉-银河
15188,,15188,万神之王-宙斯
15189,,15189,极冰之拳-冰拳艾司
15193,,15193,黄泉归引-孟婆
15194,,15194,森境漫游-魔法咩咩
15196,,15196,造自然耀万物-盖亚
15197,,15197,荒秽堕墟-阿波菲斯
15198,,15198,蜀汉霸业-汉昭烈帝刘备
15199,,15199,自然恩赐-薇薇安
15203,,15203,恶魔之主-撒旦
15206,,15206,始祖大天使-尼斯洛克
15207,,15207,地狱天使-纳菲利姆
15208,,15208,夜与月的蔷薇-夜兰
15211,,15211,乐园守护者-星光角斗士
15214,,15214,绝望噬影-尼德霍格
15215,,15215,童话小屋-可爱猫咪
15217,,15217,神兽尊主-苍穹圣龙
15219,,15219,破天之黑刃-凯撒
15220,,15220,鼎立九州-夏帝大禹
15225,,15225,异界史诗-渡
15226,,15226,异界史诗-渡（不朽者）
15227,,15227,征战之旅-神都王
15228,,15228,讨伐之旅-勇者
15229,,15229,求索之旅-终焉魔女
15230,,15230,狂肆之旅-邪神
15231,,15231,葬魂曲-死神弥尔
15235,,15235,瞰世之棘-亘古树灵
15236,,15236,余烬初王-洛兰
15240,,15240,霜寒冰域-上古龙女
15241,,15241,炽天炎境-上古龙女
15242,,15242,统御兵戈-大皇帝孙权
15243,,15243,缘分一线牵-小狐仙
15247,,15247,天道秩序诸界主宰-乾坤
15248,,15248,花醉风清-洛洛离
15253,,15253,爱与美的赞歌-维纳斯
15254,,15254,大道无名-天命王
15257,,15257,天穹苍翼-圣修暗凯帝
15258,,15258,魔神再临-以撒
15259,,15259,赤月刀姬-曰
15262,,15262,冰与火之舞-炽寒天凤
15263,,15263,逆律之触-伊西斯
15264,,15264,龙年纪念-贝贝龙
15265,,15265,永恒炽阳-神阿波罗
15272,,15272,创世织梦之眷-赫耳墨斯
15275,,15275,如星永伴长夜-梦
15280,,15280,冰龙之子-冰罗皇
15281,,15281,九霄帝姬-巫山神女
15282,,15282,霸世枭雄-魏武帝曹操
15283,,15283,炎刃燎原-赤霄
15284,,15284,御风神行-蓝羽灵者
15289,,15289,破晓圣光-白羽公主
15290,,15290,惊雷烁光-幻雷
15291,,15291,原初骑士-洛兰
15293,,15293,横扫三界-孙悟空
15294,,15294,恶魔的私语-路西法
15295,,15295,永夜之主-夜王
15299,,15299,幻世镜梦-谴
15300,,15300,翼龙之子-凌风
15301,,15301,长夜墟渊-烛龙
15302,,15302,剑逐山河-轩辕夏禹
15303,,15303,赤帝-祝融
15304,,15304,超界奇迹-龙星诺
15307,,15307,浮士德-归零者
15309,,15309,水神-共工
15310,,15310,幻海奇迹-水星诺
15314,,15314,青山沐日天地无疆-盘古
15315,,15315,后土玄黄-岁岁祈
15316,,15316,梵星音律-乾达婆
15317,,15317,日曜奇迹-太阳星诺
15318,,15318,月辉奇迹-月亮星诺（攻）
15324,,15324,星启万象-智慧王
15325,,15325,翼龙之子-银风
15326,,15326,苍森奇迹-木星诺
15327,,15327,次元守护-伊撒尔
15328,,15328,沙都守护者-曼珠沙华
15329,,15329,烈焰奇迹-火星诺
15330,,15330,诺言之神-星诺玛
15331,,15331,炎龙之子-炎王
15332,,15332,金翅神羽-迦楼罗
15333,,15333,星光奇迹-圣灵星诺
15336,,15336,群星守护寰宇光辉-神银河
15337,,15337,暗宇之质万物之初-提亚玛特
15339,,15339,魂之缚-奇诺
15344,,15344,创世罪裁龙神-撒迦利亚
15345,,15345,晨光樱语-欧若拉
15346,,15346,凰权天下-帝女夙
15347,,15347,审判命运之战-奥丁大帝
15348,,15348,影龙之子-帝卡
15349,,15349,末裔之歌-海伦娜
15351,,15351,神国圣赐之羽-弗丽嘉
15352,,15352,万物之美繁荣之源-芙蕾雅
15353,,15353,诸天神通-帝释天
15358,,15358,王权断罪之章-吉尔伽美什
15359,,15359,极寒怒涛-噬星白虎
15360,,15360,混沌寂烬-厄瑞玻斯
15361,,15361,苍松剑意-干将
15364,,15364,混沌始源万物终湮-卡奥斯
15365,,15365,生于哀骨之花-莉莉丝
15366,,15366,巨龙之子-明王
15370,,15370,尼伯龙根之主-法芙娜
15371,,15371,深渊缠绕者-利维坦
15376,,15376,晖光轮回女神-梅比乌斯
15377,,15377,冰霜亡域-巫妖王
15379,,15379,吾即深渊-拉莱耶
15380,,15380,吾即深渊-拉莱耶（支配者）
15381,,15381,吾即深渊-拉莱耶（真神）
15382,,15382,绝望轮回女神-梅比乌斯
15383,,15383,炎魂永燃-魔焰吉拉
15384,,15384,潮汐庇护-古渊露龙
15391,,15391,寰宇皆臣-女帝
15392,,15392,明月剑心-莫邪
15393,,15393,龙魂之矢-龙吟守
15394,,15394,苍翠守望-终结兔
15397,,15397,终末的残响-奈亚
15398,,15398,鸿雁知音-王昭君
15400,,15400,审神律理-无冕之王
15401,,15401,星月交辉-一生一世
15402,,15402,断海沧澜-龙太子
15413,,15413,逐光深坠-克希拉
15414,,15414,白魔法师-真言诺亚
15416,,15416,随便起来不是人-小果战宝
15418,,15418,不是一条咸鱼-香橙战宝
15422,,15422,无始无明之境-阿赖耶识
15423,,15423,冰凝之魂-雪无寒灵
15427,,15427,寒夜破晓之刃-使者
15428,,15428,千里踏燕-鱼肠
15431,,15431,九柱神临缔世碑火-阿蒙王
15432,,15432,逐星遥旅-艾蕾
15433,,15433,神威地龙-摩罗迦
15438,,15438,墟尽神临之噬-赫耳墨斯
15439,,15439,噬界傀人-赫耳墨斯
15443,,15443,星芒圣佑-创世星灵
15444,,15444,孤影剑界-苏铁
15446,,15446,圣火炽天使-塞勒芙
15447,,15447,幽星荒主-天元夜神
15450,,15450,圣裁座天使-奥菲妮
15451,,15451,剑影迷踪-承影
15452,,15452,永恒圣穹焚罪终裁-阿卜苏
15453,,15453,孤胆英雄-赵云
15457,,15457,吾即永恒-阿卜苏
15458,,15458,圣律智天使-姬露比
15464,,15464,万序之启-源
15467,,15467,灵骸烬染之潮-夜樱
15468,,15468,月影映夜斓-夜樱
15469,,15469,阴阳山大祭师-东皇极
15471,,15471,乘清气御阴阳-东皇太一
15474,,15474,浮游天地乘风去-逍遥
15475,,15475,瑶琴迷阵-诸葛亮
15476,,15476,风摇清荷影-瑠璃
15482,,15482,坐忘无我化生万象-天道无极
15483,,15483,日月映海晨曦微露-羲和
15484,,15484,天人共铸-纯钧
15488,,15488,黑翎之妄朽界之暗-梵天
15489,,15489,武道至尊-龙皇辉斗
15491,,15491,幻相至尊-白皇星焰
15492,,15492,涅槃至尊-雀皇紫辰
15493,,15493,天启纪元缔世圣冕-梵天
15494,,15494,横戟破军-吕布
15495,,15495,天使的守候-米迦勒
15502,,15502,神行至尊-玄皇耀凌
15504,,15504,原初灵械-SR原型机
15505,,15505,复生者-帕克
15506,,15506,无畏重铠-达鲁
15509,,15509,诡影噬夜-黑翼王
15510,,15510,巡航迅影-利飞
15512,,15512,全维衍化之钥-阿比斯
15513,,15513,血月之引-露易丝
15514,,15514,异度刀姬-尤尼梅特
15515,,15515,灵智终端-黛拉
15523,,15523,建构终端-格莉娅
15524,,15524,幻游终端-妮娜
15525,,15525,防御终端-芙
15526,,15526,圣仪临世-烈焰凤凰
15527,,15527,一剑封魂-白夜叉
15528,,15528,剑指天下-太阿
15529,,15529,泡沫回忆-梦想精灵
15532,,15532,穹星创迹苍宇生辉-银河
15533,,15533,幽冥奇迹-黑星诺
15539,,15539,空寂无尘万法唯心-阿赖耶识
15540,,15540,统界神权王者-帝皇龙
15541,,15541,寒霜利刃-烈魄
15544,,15544,绯龙之契源晶之辉-阿卜苏
15545,,15545,蛇影魔瞳-美杜莎
15546,,15546,蛇年纪念-小星诺
15552,,15552,星冕-愚者
15553,,15553,无祸-女皇
15556,,15556,凝尘造界之星神-星尘
15561,,15561,龙吟瑞雪-圣王麒麟
15562,,15562,悟道成佛-孙悟空
15564,,15564,一桥一诺一相逢-梦
15566,,15566,重击雷霆-铁拳袋鼠
15572,,15572,忘川送魂-孟婆
15573,,15573,三生花缘-知世
15574,,15574,幽泉使者-孟婆
15576,,15576,吞天黑潮-凯撒
15577,,15577,飞剑游云-湛卢
15578,,15578,神霆点苍-奇灵王
15579,,15579,纵马引弓巾帼志-孙尚香
15580,,15580,全知与曦光-密涅瓦x潘多拉
15581,,15581,全知与曦光-密涅瓦x潘多拉
15588,,15588,曙天煌翼-修罗
15590,,15590,时序永前万境永在-时空王
15591,,15591,极魇凝望-夜一
15592,,15592,时渊裂缝-时间之神
15594,,15594,砂海栖心-洛羲
15595,,15595,玄潭游龙-七星龙渊
15597,,15597,日辉月影之扉-羲和
15598,,15598,虚堕之君王-贝利亚尔
15599,,15599,大河龙女-海纳百川
15601,,15601,天澜绮纱-云织
15607,,15607,荒原苍焰-狼王
15610,,15610,怒焰裁世-狂龙
15611,,15611,暗境孤影-幻冥
15614,,15614,不朽龙主-巴哈姆特
15615,,15615,东方秘毒-鹤顶红
15616,,15616,欲金之君王-撒共姆
15620,,15620,百草药圣-至臻伊撒尔
15622,,15622,创界悯世之颂祷-龙母
15623,,15623,七罪圣裁-伊撒尔
15627,,15627,棋谕万象之冠-真理之后
15632,,15632,魅魇之惑-始祖影龙
15634,,15634,天律共鸣-莱特x若希
15635,,15635,天律共鸣-莱特x若希
15636,,15636,神怒戮天使-戮
15637,,15637,圣咏御天使-银
15640,,15640,万理炽天使-K
15641,,15641,东方秘毒-情花毒
15643,,15643,月渊万相-艾琳
15644,,15644,光穹永耀之辉-天使王
15645,,15645,预命之君王-瓦沙克
15652,,15652,星誓交响之律-星诺玛
15654,,15654,终极王者-王牌战队
15655,,15655,生命牧歌-辉月战骑
15656,,15656,东方秘毒-夹竹桃
15657,,15657,纪元初光之回响-圣天伊
15658,,15658,黑渊黯翼-混沌巨龙
15659,,15659,雪域圣主-冰雪女皇
15662,,15662,雪域圣佑-冰雪女皇
15663,,15663,诡匿之君王-巴拉姆
15664,,15664,蝶梦幽庭-夜兰
15671,,15671,东方秘毒-绝情丹
15672,,15672,宙域终律-上古星龙
15673,,15673,宙域终律-上古星龙（星神之躯）
15680,,15680,天地之始祖-盘古
15682,,15682,造化之祖神-女娲
15685,,15685,日月时境御主-羲和
15686,,15686,山河息壤-岁岁祈
15687,,15687,穹庐离歌-王昭君
15689,,15689,纪元弈主-无冕之王
15691,,15691,灾变之君王-拜恩
15693,,15693,世外录-天女
15694,,15694,星芒蜕蝶-时舞
15705,,15705,解离森罗之瞳-赫耳墨斯
15709,,15709,迷情狐妃-妲己
15712,,15712,咒世怨石-石矶
15713,,15713,无尽轮回此间永恒-梅比乌斯
15715,,15715,东方秘毒-牵机药
15717,,15717,暗潮星漩创界之渊-提亚玛特
15718,,15718,深空之眼-小宇宙
15719,,15719,白翼破晓-自由之神
15723,,15723,纪元至高之引-海蒂拉玛
15724,,15724,渊秘之君王-派蒙
15725,,15725,穹光之拥-姬露比
15731,,15731,绯鳞审判永恒龙辉-阿卜苏
15732,,15732,苍蓝之断-奥菲妮
15736,,15736,逆神意志-GOD无冕之王
15737,,15737,GOD
15738,,15738,东方秘毒-断肠草
15742,,15742,永茂不凋之王庭-森林女皇
15745,,15745,衰朽秽主-阿波菲斯
15746,,15746,镌刻永恒-伊
15748,,15748,自然之母神-盖亚
15749,,15749,诱火之君王-阿斯摩太
15755,,15755,无竭命核-渡（不朽者）
15756,,15756,铃兰曳影-薇薇安
15757,,15757,渡魂引-死神弥尔
15762,,15762,虚环-愚者
15763,,15763,东方秘毒-金蟾蛊
15764,,15764,大荒共主-天帝昊天
15765,,15765,九幽业火-魔君夜渊
15769,,15769,启界骑士-洛兰
15772,,15772,愿光守夜之华-阿格蕾亚
15773,,15773,隐序之君王-普尔森
15774,,15774,寂光破暗之剑-使者
15779,,15779,深渊的回音-奈亚
15783,,15783,深渊的约定-克希拉
15784,,15784,东方秘毒-生死符
15788,,15788,瞳中幽墟-绮美拉
15789,,15789,迷宫冒险王-黑小问
15791,,15791,深渊星阶-律
15792,,15792,腐殖之君王-贝雷特
15793,,15793,畸色之渊-星之彩
15798,,15798,众神之尊-宙斯
15799,,15799,异星堕骸-别西卜
15801,,15801,苍雪之源霜-上古龙女
15803,,15803,东方秘毒-七星海棠
15805,,15805,灼天​燎宇-上古龙女
15806,,15806,冥霆之君王-巴尔
15807,,15807,苍星奇迹-奇诺
15810,,15810,永夜苍焰-冥夜君狼王
15811,,15811,终始之茎-亘古树灵
15812,,15812,爱与美的恩泽-维纳斯
15813,,15813,煌焰圣冠-梅芙
15814,,15814,欢嬉之欲-​愉
15824,,15824,天垣龙谕-龍
15826,,15826,原初创生之翼-龙母
15828,,15828,空焰魔法师-焰语娜娜
15830,,15830,星涡归溯隙间守望-银河
15831,,15831,黑暗丰穰-莎布
15832,,15832,不朽碑铭-巴哈姆特
15839,,15839,万灵溯生之御-盖亚
15840,,15840,无量境主-末那
15846,,15846,万识莲台​浮音渡世-阿赖耶识
15851,,15851,万有重构之羽-赫耳墨斯
15852,,15852,穹宇枢星​-仙王座
15853,,15853,冥鸦之镰-幽冥影刃
15856,,15856,绣缔朝暮花诏寄心-梦
15858,,15858,太古永生-乌姆尔
15859,,15859,马年纪念-厄瑞玻斯
15866,,15866,诸因起源诸界归墟-卡奥斯
15867,,15867,骨夜绽蔷-莉莉丝
15870,,15870,山海化育仙籁启灵-女娲
15871,,15871,山海神机-须须罗
15879,,15879,冰羽焰翎霜火凤鸣-炽寒天凤
15880,,15880,冰羽焰翎霜火凤鸣-炽焰·天凤
15881,,15881,冰羽焰翎霜火凤鸣-寒霜·天凤
15886,,15886,国韵音灵-清笛
15889,,15889,瑞昭万象-圣王麒麟
15890,,15890,亵渎双子-纳格x耶布
15891,,15891,星律咏叹-海蒂拉玛
15898,,15898,万魂映月之主-夜樱
15899,,15899,极光垂芒-仙后座
15902,,15902,万象纪-天女
15908,,15908,奇迹绘旅-初心未来
15912,,15912,审判之眼-格赫罗斯
15913,,15913,轮回守望-梅比乌斯
15920,,15920,晓谕众生之辉-真理之后
15921,,15921,时轮天衡-时空巨龙
15926,,15926,万境与时同归-朝夕
15932,,15932,诸我破妄登阶-须臾
15933,,15933,天地同鸣辟命斩因-帝俊
15934,,15934,焚天灭地-黑炎龙
16000,,16000,万欲之源众望终响-祈
17093,,17093,木面侠
17418,,17418,山脉之魂
17475,,17475,浮云尊者
17884,,17884,猪猪超人
20001,,20001,兔小子
20003,,20003,大师兔
20004,,20004,吉拉
20006,,20006,爆焰吉拉
20007,,20007,滴滴
20009,,20009,露西亚
20010,,20010,朵朵兔
20011,,20011,雪咪兔
20012,,20012,寒冰玉兔
20016,,20016,闪光河豚
20019,,20019,半沙之子
20020,,20020,半沙拳手
20021,,20021,半沙斗士
20028,,20028,变色蜥蜴
20030,,20030,变色角龙
20039,,20039,伊莎女王
20040,,20040,小角虫
20041,,20041,木角虫
20042,,20042,独角仙
20046,,20046,火丁
20054,,20054,白古丁
20057,,20057,黑蝠王
20061,,20061,库多兽
20062,,20062,库多
20063,,20063,库斯特
20070,,20070,斯多鼠
20071,,20071,斯多恩
20072,,20072,斯多王
20077,,20077,铁甲盼盼
20087,,20087,冰拳艾司
20090,,20090,沙麒麟
20093,,20093,木面侠
20096,,20096,金刚库巴
20099,,20099,火花龙
20102,,20102,合金猛将
20103,,20103,赤月
20105,,20105,神武月
20108,,20108,利刺大黄蜂
20109,,20109,炎风
20111,,20111,战无炎
20112,,20112,时间之神
20123,,20123,机甲勇士
20124,,20124,圆尾蝎
20129,,20129,彩羽贝拉
20132,,20132,暗夜卡伦
20144,,20144,雪雾怪
20147,,20147,芭比鹿
20153,,20153,雷云狮
20156,,20156,霹雳星
20162,,20162,法拉帝
20175,,20175,七彩小丑
20180,,20180,夜一
20195,,20195,影刃
20198,,20198,卡布罗格
20210,,20210,圣甲虫
20213,,20213,石像守卫
20215,,20215,迷雾龙
20216,,20216,兵蚁
20217,,20217,工蚁
20222,,20222,贝德威尓
20223,,20223,兰斯罗特
20224,,20224,哥拉海德
20225,,20225,保斯
20226,,20226,蚁将军
20241,,20241,毒菇球
20244,,20244,牛角滴滴
20268,,20268,南瓜小怪
20269,,20269,威尔斯
20270,,20270,木人桩
20272,,20272,曼珠沙华
20278,,20278,烈焰鸟
20290,,20290,七星神龙
20301,,20301,达鲁
20304,,20304,帕克
20305,,20305,龙族大法师
20307,,20307,利飞
20311,,20311,电击八爪鱼
20317,,20317,天使莱特
20319,,20319,科克
20320,,20320,雷帝神
20322,,20322,达达
20323,,20323,梅卡
20324,,20324,钢铁达鲁
20326,,20326,炎魔
20327,,20327,月魔
20328,,20328,SR战士
20333,,20333,钢铁科克
20334,,20334,组合机器人
20340,,20340,机械木乃伊
20372,,20372,幻影功夫伊尼
20374,,20374,科学伊尼复制品
20388,,20388,黄金玄武
20400,,20400,迅猛龙
20401,,20401,梁龙
20402,,20402,翼龙
20403,,20403,鱼龙
20404,,20404,霸王龙
20405,,20405,星辰毁灭者
20408,,20408,青翼绿龙
20414,,20414,火云牛斗士
20415,,20415,埃黑多夫
20418,,20418,山脉之魂
20421,,20421,冰沙斗士
20424,,20424,鸟族武士
20427,,20427,星光角斗士
20436,,20436,黑暗守卫
20446,,20446,土拨鼠
20448,,20448,冰火巨人
20461,,20461,黑化念
20466,,20466,冰摩格
20469,,20469,雷纳瑞
20472,,20472,魂斗鱼
20475,,20475,浮云尊者
20493,,20493,年兽
20495,,20495,粽子卫兵
20496,,20496,蒙面大侠粽
20499,,20499,黄金粽总兵
20500,,20500,终结兔
20501,,20501,魔焰吉拉
20502,,20502,古渊露龙
20503,,20503,SR战士
20504,,20504,先锋SR
20506,,20506,烈焰凤凰
20509,,20509,星云大圣
20512,,20512,小宇宙
20514,,20514,猪阿饼
20516,,20516,猪阿酱
20522,,20522,麦斗司令
20523,,20523,终极麦斗王
20530,,20530,暗黑角龙
20531,,20531,绿翼鸟
20534,,20534,小石妖
20554,,20554,紫云长尾猫
20560,,20560,扭扭暗黑王
20604,,20604,念
20605,,20605,邪念
20622,,20622,冰蝠侠
20624,,20624,白虎灵兽
20644,,20644,巨斧鬼王
20652,,20652,多多
20659,,20659,电击拳怪
20668,,20668,暗影夜蝠
20682,,20682,黑夜童心
20697,,20697,魔术小呆
20699,,20699,魔幻摩卡
20707,,20707,大力海豆
20710,,20710,紫晶海兽
20711,,20711,达黑黑
20715,,20715,远古灵龟
20728,,20728,凯撒
20731,,20731,修罗
20736,,20736,赤羽修行者
20737,,20737,赤羽武士
20738,,20738,赤羽阴阳师
20741,,20741,朱雀灵兽
20743,,20743,小海妖
20744,,20744,海之妖将
20754,,20754,游游
20757,,20757,暴雪山神
20771,,20771,赤影飞狐
20778,,20778,红莲
20786,,20786,六芒小宝
20787,,20787,六芒守卫
20794,,20794,奇灵王
20796,,20796,赤魔导士
20807,,20807,苍蓝
20816,,20816,丸将军
20819,,20819,天女若希
20822,,20822,天使丘比特
20826,,20826,族长侍卫
20827,,20827,小炎灵
20828,,20828,炎之魔将
20840,,20840,神罗麦提
20845,,20845,TT兔
20846,,20846,小白吐
20852,,20852,碎风
20860,,20860,暴雷之关羽
20865,,20865,超T兔
20869,,20869,通灵巫师
20875,,20875,丁灵
20884,,20884,猪猪超人
20891,,20891,刀锋
20895,,20895,利克亚伦
20897,,20897,百变贝琪
20901,,20901,星宇侠
20906,,20906,小闹钟
20917,,20917,咕噜猫
20919,,20919,奇奇古
20922,,20922,寒霜
20931,,20931,赵云
20943,,20943,小风灵
20944,,20944,风之灵将
20946,,20946,紫渊
20948,,20948,刑风
20955,,20955,雷鸣张飞
20973,,20973,红魔
20976,,20976,诸葛亮
20991,,20991,粽小原
20995,,20995,翡冷翠
21076,,21076,忍者神猫
21081,,21081,奇奇
21084,,21084,战武巨神
21086,,21086,绿焰
21093,,21093,斗神
21103,,21103,蓝小魔
21118,,21118,幻影
21120,,21120,冰刃侠
21122,,21122,狼王迪洛斯
21124,,21124,夜王狄米特
21142,,21142,幻灵
21159,,21159,极冰海牙
21170,,21170,夜兰
21177,,21177,百万巨拳猫
21181,,21181,焚浪
21183,,21183,捣蛋黑皮
21184,,21184,飞灵
21185,,21185,飞蓬
21190,,21190,鬼王
21193,,21193,零宇
21200,,21200,魔剑守卫
21202,,21202,闪电列卡
21210,,21210,巨斧卡索
21213,,21213,岩波斗魂者
21225,,21225,刘备
21227,,21227,茜点
21230,,21230,雷泽
21232,,21232,鲁曼
21234,,21234,拉诺斯
21240,,21240,乐天
21250,,21250,纳兹
21254,,21254,小草头
21259,,21259,友人契约书
21263,,21263,疯狂的88号南瓜车车
21267,,21267,多古拉伯爵
21272,,21272,地裂
21274,,21274,岩战
21282,,21282,施瓦辛格
21286,,21286,波波嘟
21291,,21291,塞娅
21296,,21296,幻炎
21298,,21298,幻流
21300,,21300,幻雷
21305,,21305,剑士猫
21307,,21307,幻光
21309,,21309,幻冥
21310,,21310,玩偶
21320,,21320,伊泽
21322,,21322,迦娜
21328,,21328,幻极
21336,,21336,波塞冬
21350,,21350,赤翼魔龙王
21356,,21356,飞羽龙
21362,,21362,阿波罗
21365,,21365,托尔
21394,,21394,蓝羽灵者
21403,,21403,暗影兽
21414,,21414,六尾冰狐
21423,,21423,噬月武神
21424,,21424,幻之小黑龙
21426,,21426,黑炎龙幻影
21429,,21429,洛基
21432,,21432,超级悟天
21434,,21434,超级悟焰
21438,,21438,蓝地斯
21440,,21440,金翼佐罗门
21442,,21442,卡卡修
21450,,21450,千年瑞兽
21461,,21461,苍炎战神
21464,,21464,欧比
21467,,21467,火星诺
21469,,21469,水星诺
21475,,21475,冒险家凯文
21479,,21479,苍穹圣龙
21481,,21481,木星诺
21483,,21483,机械星诺
21496,,21496,震天金刚
21499,,21499,维达尔
21503,,21503,月亮星诺
21514,,21514,战魂猛犸
21520,,21520,唯塔斯
21526,,21526,觉醒·雷钢侠
21528,,21528,觉醒·疾影侠
21530,,21530,觉醒·啸天侠
21532,,21532,巨帽稻草人
21538,,21538,炼狱战狮
21541,,21541,魔戒邪灵
21544,,21544,玛尔斯
21556,,21556,斑比
21561,,21561,战武罗德
21567,,21567,鹰眼
21573,,21573,钢炮奥斯卡
21575,,21575,泰利船长
21586,,21586,旋风桑吉
21590,,21590,阿尔法
21597,,21597,伊格斯
21600,,21600,小屈屈
21605,,21605,曹操
21616,,21616,剑圣太白
21619,,21619,巨角剑龙
21630,,21630,霍尔德
21639,,21639,圣光修罗
21644,,21644,小盾
21645,,21645,圣盾
21648,,21648,菲尔
21649,,21649,可兰
21660,,21660,巴尔德
21664,,21664,锐角战士
21680,,21680,帝刃
21697,,21697,猎空
21705,,21705,疾风终结者
21706,,21706,暗影凯撒
21714,,21714,霸羽灵者
21716,,21716,奥天
21719,,21719,瑞里格
21722,,21722,新德拉
21726,,21726,利威尔
21728,,21728,厉轰王
21730,,21730,幻月兔
21736,,21736,幻象格杀者
21744,,21744,斩雷
21746,,21746,凌月战神
21748,,21748,卷卷
21749,,21749,雷霆青龙
21751,,21751,断浪
21752,,21752,惊涛玄武
21753,,21753,炎·阳
21754,,21754,炎王·火龙态
21756,,21756,阿尔萨斯
21759,,21759,费尔顿
21767,,21767,二阶霜炎法神
21769,,21769,嘭哒星望
21775,,21775,克洛托斯
21776,,21776,卡皮特
21777,,21777,帝卡·影龙态
21792,,21792,天怒
21797,,21797,艾思诺
21799,,21799,科达尔
21801,,21801,介末君
21806,,21806,冥焰夜王
21812,,21812,疾星
21815,,21815,苏恩克
21824,,21824,吃饱的明王
21825,,21825,明王·巨龙态
21826,,21826,加比
21830,,21830,雷霆
21832,,21832,万钧
21834,,21834,火跃鸟
21837,,21837,使者加比
21839,,21839,皮克西斯
21842,,21842,光·加比
21843,,21843,翼·加比
21845,,21845,暗之弑神
21848,,21848,冰波波
21849,,21849,冰波斯
21852,,21852,赫提
21854,,21854,诺伊特
21858,,21858,训练师加比
21861,,21861,龙刃
21867,,21867,F13
21869,,21869,圣王麒麟
21871,,21871,天冲
21872,,21872,多多罗
21873,,21873,冰罗皇冰龙态
21876,,21876,炼金师加比
21880,,21880,D14
21881,,21881,幻·D14
21883,,21883,阿姆斯特
21884,,21884,伊乐
21885,,21885,防御冰晶
21886,,21886,特防冰晶
21893,,21893,擎空
21896,,21896,圣·天伊
21899,,21899,智慧加比
21902,,21902,炽天
21904,,21904,法尼尔
21905,,21905,君焰狼王
21908,,21908,勇气加比
21911,,21911,炽燎天
21912,,21912,擎霸空
21914,,21914,加斯特
21917,,21917,真·烈焰凤凰
21924,,21924,精英银魂
21925,,21925,龙·炎王
21926,,21926,帝王奇灵
21930,,21930,源
21931,,21931,巨龙魂力
21935,,21935,冰龙图腾
21937,,21937,梦想加比
21938,,21938,冰晶凤凰
21946,,21946,坠星
21948,,21948,精英破军
21950,,21950,擎战
21958,,21958,旋刃
21961,,21961,凌风
21962,,21962,凌风·翼龙态
21963,,21963,噬星白虎
21965,,21965,圣马天冲
21966,,21966,影豹银魂
21972,,21972,夜羽银风
21974,,21974,战豪雄霸
21975,,21975,飓焰朱雀
21977,,21977,源
21978,,21978,生命之源
21981,,21981,幽幻
21985,,21985,断空翼皇
21988,,21988,芒斩
21990,,21990,苍耀光圣
21993,,21993,术士加比
21994,,21994,天苍霜龙
21999,,21999,创世星灵
22001,,22001,克劳斯
22010,,22010,皇极兔
22011,,22011,圣渊露龙
22015,,22015,夜辰
22016,,22016,黑化的奇纳
22020,,22020,无念
22023,,22023,龙·帝卡
22026,,22026,菲洛
22027,,22027,裂空菲洛
22033,,22033,风暴龙
22034,,22034,小暗影
22035,,22035,暗影魔将
22036,,22036,暗焰天龙
22037,,22037,天辉侠X
22049,,22049,艾恩
22050,,22050,煌炎战神
22051,,22051,星云斗战神
22052,,22052,麦斗元帅
22054,,22054,虎跃
22061,,22061,魔小兵
22062,,22062,魔大将
22064,,22064,斗士豪达
22066,,22066,盼达博士
22076,,22076,天极鲸
22080,,22080,龙·冰罗皇
22082,,22082,剑帝修纳
22085,,22085,烈魄
22087,,22087,魏国士兵乙
22088,,22088,云空战骑
22090,,22090,圣域·幻雷
22093,,22093,魔多
22101,,22101,狂狮
22105,,22105,小黑
22113,,22113,影武王
22114,,22114,龙·斗罗明王
22116,,22116,神盾巨人
22119,,22119,狂战巨人
